timestamp,endpoint,traffic_rate,latency_ms,error_rate
2025-09-16 00:34:14.281449,/login,23,107.39217987565462,0.6597589129152458
2025-09-16 00:34:15.281449,/search,21,106.25324121117396,0.8727680130757893
2025-09-16 00:34:16.281449,/payment,7,113.49454393046877,0.0
2025-09-16 00:34:17.281449,/login,19,100.46273532984327,0.7842741997785823
2025-09-16 00:34:18.281449,/login,17,138.31952810887827,0.6022671098540393
2025-09-16 00:34:19.281449,/payment,7,94.24097176323153,0.6032767769129599
2025-09-16 00:34:20.281449,/login,21,110.27337252333477,0.622491875062017
2025-09-16 00:34:21.281449,/profile,22,115.57974919013665,0.4026867213132299
2025-09-16 00:34:22.281449,/search,17,126.43758966361816,0.08209896283606741
2025-09-16 00:34:23.281449,/login,21,141.20428630963332,0.7614104843569911
2025-09-16 00:34:24.281449,/payment,5,103.67773132717632,0.45966889132321337
2025-09-16 00:34:25.281449,/search,18,104.78890873089381,0.9971366678656746
2025-09-16 00:34:26.281449,/payment,8,118.13938396555014,0.46447531587510504
2025-09-16 00:34:27.281449,/search,24,135.07303708639537,1.0193840357348596
2025-09-16 00:34:28.281449,/profile,24,97.53684257955037,0.6472362872446356
2025-09-16 00:34:29.281449,/search,26,119.11339205863337,0.7043023070008549
2025-09-16 00:34:30.281449,/login,17,137.15595682167887,1.0768720085712469
2025-09-16 00:34:31.281449,/login,26,145.53373036441633,0.5664640736184627
2025-09-16 00:34:32.281449,/profile,24,113.17468397168398,1.209393096744202
2025-09-16 00:34:33.281449,/search,20,128.3290346498233,0.6102977948602397
2025-09-16 00:34:34.281449,/search,17,113.92154871261471,0.7771337714535239
2025-09-16 00:34:35.281449,/login,19,94.20079123159383,0.539472886924639
2025-09-16 00:34:36.281449,/payment,13,118.4914394172138,0.9205934971598667
2025-09-16 00:34:37.281449,/login,17,115.19823819461435,0.23094551556036444
2025-09-16 00:34:38.281449,/login,19,109.86810794520876,0.44931681923351435
2025-09-16 00:34:39.281449,/profile,29,170.6585669078782,0.8423733438495518
2025-09-16 00:34:40.281449,/search,32,82.82950680301389,0.812045837365235
2025-09-16 00:34:41.281449,/search,17,113.26622372193583,1.4089726337455857
2025-09-16 00:34:42.281449,/search,10,108.17098383896305,0.6904642027000837
2025-09-16 00:34:43.281449,/login,14,138.38429036963825,0.8655799098060323
2025-09-16 00:34:44.281449,/payment,7,135.29486535792995,0.14944468116231574
2025-09-16 00:34:45.281449,/payment,11,87.48670092876745,0.4401106811191684
2025-09-16 00:34:46.281449,/profile,22,85.92558356793147,0.7405688924418081
2025-09-16 00:34:47.281449,/payment,11,94.64227207621256,1.0749803215052618
2025-09-16 00:34:48.281449,/login,29,105.47732824023429,0.6933815451382973
2025-09-16 00:34:49.281449,/login,17,126.73497730519323,1.0621428262847283
2025-09-16 00:34:50.281449,/profile,20,120.55247340448253,0.9345468615331931
2025-09-16 00:34:51.281449,/payment,8,121.74392030582231,0.6690954019699558
2025-09-16 00:34:52.281449,/search,26,104.92779571383784,0.829676109148301
2025-09-16 00:34:53.281449,/profile,21,124.66971938824757,0.49569457459208965
2025-09-16 00:34:54.281449,/profile,21,89.67423345523034,0.9069660825901489
2025-09-16 00:34:55.281449,/payment,12,132.1314416724759,0.37379530449448684
2025-09-16 00:34:56.281449,/search,22,143.87550705623948,1.289037894796184
2025-09-16 00:34:57.281449,/profile,13,100.38140889432174,0.38525691451036853
2025-09-16 00:34:58.281449,/profile,27,123.53394181782564,1.206060223147195
2025-09-16 00:34:59.281449,/payment,11,123.61813618574124,0.3528527330751152
2025-09-16 00:35:00.281449,/login,17,99.93044671685129,0.8147417245729557
2025-09-16 00:35:01.281449,/login,27,127.09146811387396,0.7481513262029382
2025-09-16 00:35:02.281449,/payment,8,101.4063358735633,0.8369196382970416
2025-09-16 00:35:03.281449,/profile,15,119.90975397800324,0.765595213918651
2025-09-16 00:35:04.281449,/profile,21,119.67817938555727,0.3671089106508131
2025-09-16 00:35:05.281449,/profile,26,148.4179978360831,1.076140615610471
2025-09-16 00:35:06.281449,/login,18,131.54580672879052,0.8341357852736626
2025-09-16 00:35:07.281449,/login,20,135.05201759439484,1.0406696920541796
2025-09-16 00:35:08.281449,/search,23,122.87238595831434,0.9576907661479802
2025-09-16 00:35:09.281449,/search,18,101.30066816814372,0.7045622418158968
2025-09-16 00:35:10.281449,/profile,19,126.230201140039,0.2061852386431045
2025-09-16 00:35:11.281449,/login,7,100.73807417685889,0.89668517909021
2025-09-16 00:35:12.281449,/search,14,106.30035919898224,0.8438793246804027
2025-09-16 00:35:13.281449,/payment,11,111.99593521872386,0.41451989571825487
2025-09-16 00:35:14.281449,/login,20,86.9075196635832,0.7559362944308283
2025-09-16 00:35:15.281449,/search,24,116.34964958748519,0.7055790675599303
2025-09-16 00:35:16.281449,/payment,9,96.37664719372759,0.39400123022788647
2025-09-16 00:35:17.281449,/payment,10,85.17611121449535,0.8753585841164327
2025-09-16 00:35:18.281449,/login,30,175.41146147405954,1.109739578165344
2025-09-16 00:35:19.281449,/profile,19,135.20828108906326,0.4776991603143658
2025-09-16 00:35:20.281449,/search,10,122.66360734115642,0.832390216028801
2025-09-16 00:35:21.281449,/search,20,49.96369940537972,0.39268370759971305
2025-09-16 00:35:22.281449,/payment,6,140.91628367385695,0.13095758661181023
2025-09-16 00:35:23.281449,/login,22,141.70984172681565,0.2892413546461682
2025-09-16 00:35:24.281449,/profile,20,106.69029204744274,0.8386310422789811
2025-09-16 00:35:25.281449,/payment,16,141.77459975490325,0.28865535035194534
2025-09-16 00:35:26.281449,/profile,19,124.45442301368315,0.8664951619453729
2025-09-16 00:35:27.281449,/payment,7,110.97523375728106,0.38319014405382185
2025-09-16 00:35:28.281449,/profile,12,105.78505973320523,0.8748806291063074
2025-09-16 00:35:29.281449,/payment,8,124.6494638850182,0.7631110796300394
2025-09-16 00:35:30.281449,/profile,18,137.85463604329686,0.6193422042698318
2025-09-16 00:35:31.281449,/search,26,140.8989291615377,1.0040528908001916
2025-09-16 00:35:32.281449,/profile,20,126.0591433432646,0.6069199730219632
2025-09-16 00:35:33.281449,/payment,9,111.55956011670595,0.5509570836896946
2025-09-16 00:35:34.281449,/login,30,116.28484788904754,1.4277161827056382
2025-09-16 00:35:35.281449,/payment,8,131.86973838528417,0.8174988081888807
2025-09-16 00:35:36.281449,/login,24,113.45889860727848,0.47082368855425055
2025-09-16 00:35:37.281449,/login,11,127.52075429027772,0.5658827855493584
2025-09-16 00:35:38.281449,/login,18,132.73206629007993,0.5108826341588075
2025-09-16 00:35:39.281449,/login,22,127.21076605796341,0.5679170473886611
2025-09-16 00:35:40.281449,/search,12,104.60696722718892,0.6896149812072909
2025-09-16 00:35:41.281449,/payment,9,94.98422095750408,0.5259658544864458
2025-09-16 00:35:42.281449,/profile,24,134.98512628153776,0.6920184410109719
2025-09-16 00:35:43.281449,/profile,13,116.62719825111856,0.5434024083239586
2025-09-16 00:35:44.281449,/payment,3,108.23734859623744,0.28183071693430317
2025-09-16 00:35:45.281449,/profile,23,117.47364106242259,0.8505135166296824
2025-09-16 00:35:46.281449,/profile,17,120.92126899283181,0.6737777202345385
2025-09-16 00:35:47.281449,/login,12,114.57057805269847,0.769399487373635
2025-09-16 00:35:48.281449,/login,22,155.39712797992541,0.4897957311335851
2025-09-16 00:35:49.281449,/search,21,171.1085013924491,0.4675105143934546
2025-09-16 00:35:50.281449,/login,17,70.24924319044871,0.5122734934957717
2025-09-16 00:35:51.281449,/payment,11,118.23426280855696,1.1728512517647658
2025-09-16 00:35:52.281449,/payment,8,89.40675969170807,0.7275757514519516
2025-09-16 00:35:53.281449,/search,27,99.58629370641327,1.319437629756306
2025-09-16 00:35:54.281449,/login,28,149.99646327592254,0.6392473043685886
2025-09-16 00:35:55.281449,/login,21,109.27155801497014,1.0813448935920384
2025-09-16 00:35:56.281449,/login,19,128.01580288277393,0.7040941781294225
2025-09-16 00:35:57.281449,/payment,14,87.9759469608029,0.5972861544936119
2025-09-16 00:35:58.281449,/profile,30,143.673050100909,0.46260737244863925
2025-09-16 00:35:59.281449,/profile,22,137.5000232808239,0.49545403903303387
2025-09-16 00:36:00.281449,/payment,10,132.3756748710457,0.6202555444230327
2025-09-16 00:36:01.281449,/profile,21,111.08998125203371,1.0014712852863066
2025-09-16 00:36:02.281449,/profile,14,123.90100819695982,1.0505894672597047
2025-09-16 00:36:03.281449,/profile,23,136.22881671829523,0.20237815407306572
2025-09-16 00:36:04.281449,/search,18,107.530479482564,0.8952626767387886
2025-09-16 00:36:05.281449,/login,20,154.15591672775096,0.28596956253553263
2025-09-16 00:36:06.281449,/login,20,132.64082018636742,0.690191575571772
2025-09-16 00:36:07.281449,/login,20,84.91345673518201,0.9009017646490116
2025-09-16 00:36:08.281449,/profile,12,119.36616951697113,0.33803606410179343
2025-09-16 00:36:09.281449,/payment,7,102.64457511263736,0.8565426961503715
2025-09-16 00:36:10.281449,/login,22,119.12438363012186,0.4821381503212967
2025-09-16 00:36:11.281449,/login,15,114.28491939765927,0.3394273032741878
2025-09-16 00:36:12.281449,/payment,7,145.62093151755573,0.5805790655915186
2025-09-16 00:36:13.281449,/payment,11,109.62154863876272,0.5437091201400331
2025-09-16 00:36:14.281449,/login,24,116.25513329575992,0.567254527806596
2025-09-16 00:36:15.281449,/profile,18,90.52889571653436,1.0900622802333573
2025-09-16 00:36:16.281449,/search,19,138.79055815810744,0.7833750463630609
2025-09-16 00:36:17.281449,/payment,10,109.13890791808296,0.3133378678198723
2025-09-16 00:36:18.281449,/search,20,99.64670414663085,0.2733238871206978
2025-09-16 00:36:19.281449,/profile,16,143.83688521549058,0.9244919270848352
2025-09-16 00:36:20.281449,/search,24,124.52075589464322,0.4816147396015209
2025-09-16 00:36:21.281449,/login,21,89.95070150804005,0.6528983965749175
2025-09-16 00:36:22.281449,/login,17,128.2689832093266,1.242824992141039
2025-09-16 00:36:23.281449,/payment,11,98.05188025209988,0.46386238487059117
2025-09-16 00:36:24.281449,/payment,7,111.0032482048525,0.3207149650766887
2025-09-16 00:36:25.281449,/login,13,106.3950865409324,0.8566173677477268
2025-09-16 00:36:26.281449,/search,15,113.76145697683438,0.8754161370115368
2025-09-16 00:36:27.281449,/profile,21,114.75616886851901,0.8811796005779478
2025-09-16 00:36:28.281449,/search,18,87.45935102540383,0.6944254839984145
2025-09-16 00:36:29.281449,/login,14,129.12193402752365,0.14154398131931206
2025-09-16 00:36:30.281449,/search,15,108.43961843549798,0.6642196013949242
2025-09-16 00:36:31.281449,/login,18,146.02659625497668,0.5069324391430554
2025-09-16 00:36:32.281449,/payment,7,115.94734500871554,1.0024705861973702
2025-09-16 00:36:33.281449,/login,20,136.38977622323077,0.6390863841871022
2025-09-16 00:36:34.281449,/payment,6,106.3658850233469,0.5132968293823761
2025-09-16 00:36:35.281449,/payment,6,97.55354864138292,0.43023254365411373
2025-09-16 00:36:36.281449,/payment,12,131.67245961424982,0.5221929403496477
2025-09-16 00:36:37.281449,/search,18,77.3348723422067,0.37757410672477876
2025-09-16 00:36:38.281449,/search,19,127.06976091429817,1.1929311936825848
2025-09-16 00:36:39.281449,/login,18,115.37366358100051,0.9112595581660901
2025-09-16 00:36:40.281449,/profile,22,136.01558611607712,0.5954136258297597
2025-09-16 00:36:41.281449,/login,22,114.71533026110112,0.7944661758901008
2025-09-16 00:36:42.281449,/payment,6,123.42939659469319,0.30317485222733986
2025-09-16 00:36:43.281449,/search,18,106.51097686706254,0.3863708852653078
2025-09-16 00:36:44.281449,/profile,24,140.38010243994043,0.46335040274671235
2025-09-16 00:36:45.281449,/profile,23,132.6695559542932,1.2930387437674198
2025-09-16 00:36:46.281449,/login,16,73.62949678309471,1.108813293446755
2025-09-16 00:36:47.281449,/payment,6,155.18858132756966,0.5987663545925683
2025-09-16 00:36:48.281449,/search,28,139.9304524964485,0.8471652072837395
2025-09-16 00:36:49.281449,/payment,12,148.79793048406995,1.0236260138464934
2025-09-16 00:36:50.281449,/login,19,95.56481224350092,0.6522639239701056
2025-09-16 00:36:51.281449,/login,26,102.52274795539196,1.2188650958381841
2025-09-16 00:36:52.281449,/payment,3,83.30411255972837,0.03354299844026923
2025-09-16 00:36:53.281449,/login,20,91.2743546974713,0.3114763683809152
2025-09-16 00:36:54.281449,/profile,23,128.70642449338555,0.2790571140645681
2025-09-16 00:36:55.281449,/payment,6,54.616850076585905,0.5437115400446564
2025-09-16 00:36:56.281449,/payment,15,157.44820734220636,0.9879695088643272
2025-09-16 00:36:57.281449,/payment,6,159.75569329297716,0.5777655302043465
2025-09-16 00:36:58.281449,/login,16,99.39653047708657,0.49594231762788243
2025-09-16 00:36:59.281449,/search,21,121.83057207068316,1.1611978965748067
2025-09-16 00:37:00.281449,/profile,20,150.96640662869535,0.07798293027755515
2025-09-16 00:37:01.281449,/payment,6,76.4506003632104,0.32665499372273743
2025-09-16 00:37:02.281449,/login,22,138.12948576008176,1.1014665284982477
2025-09-16 00:37:03.281449,/login,16,111.24708669580903,0.8068123683683754
2025-09-16 00:37:04.281449,/payment,11,102.88879316712057,0.4975537577351207
